#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
8976800      3.30e-02    8.41e-02      3.69e-03    4.08e-03      2.47e-02    7.24e-02    9.4e-08
8976900      7.76e-02    1.08e-01      2.42e-03    7.19e-03      6.96e-02    9.43e-02    9.4e-08
8977000      2.38e-01    9.97e-02      6.93e-03    5.93e-03      2.12e-01    8.33e-02    9.4e-08
8977100      7.10e-02    1.19e-01      1.40e-03    9.39e-03      6.30e-02    9.66e-02    9.4e-08
8977200      1.17e-01    8.34e-02      2.67e-03    3.30e-03      1.06e-01    7.34e-02    9.4e-08
8977300      5.48e-02    7.18e-02      1.14e-03    2.49e-03      4.98e-02    6.39e-02    9.4e-08
8977400      1.21e-01    9.03e-02      3.18e-03    9.84e-04      1.09e-01    8.25e-02    9.4e-08
8977500      6.16e-02    9.24e-02      4.12e-03    4.84e-03      5.30e-02    6.95e-02    9.4e-08
8977600      1.61e-01    7.15e-02      1.41e-02    3.05e-04      1.29e-01    6.56e-02    9.4e-08
8977700      1.84e-01    1.19e-01      1.27e-02    6.21e-03      7.25e-02    9.12e-02    9.4e-08
8977800      1.03e-01    1.53e-01      5.71e-04    3.76e-03      9.46e-02    1.37e-01    9.4e-08
8977900      2.01e-01    2.82e-01      4.37e-03    3.30e-02      1.79e-01    1.22e-01    9.4e-08
8978000      1.76e-01    1.06e-01      3.13e-02    1.01e-03      1.28e-01    9.62e-02    9.4e-08
8978100      1.12e-01    1.24e-01      3.94e-04    8.29e-03      1.03e-01    1.00e-01    9.4e-08
8978200      6.38e-02    9.32e-02      2.09e-03    6.70e-04      5.64e-02    8.53e-02    9.4e-08
8978300      1.33e-01    1.46e-01      1.95e-02    2.58e-03      7.22e-02    1.31e-01    9.4e-08
8978400      1.00e-01    9.53e-02      1.57e-02    1.69e-03      3.12e-02    8.64e-02    9.4e-08
8978500      6.50e-02    1.18e-01      1.42e-03    2.69e-03      5.90e-02    1.05e-01    9.4e-08
8978600      7.08e-02    8.54e-02      8.55e-03    5.21e-03      4.87e-02    7.30e-02    9.4e-08
8978700      1.80e-01    1.40e-01      9.88e-03    1.33e-02      1.44e-01    1.19e-01    9.4e-08
8978800      9.64e-02    1.28e-01      3.94e-03    3.17e-03      8.34e-02    1.15e-01    9.4e-08
8978900      2.11e-01    3.08e-01      2.27e-03    3.44e-02      1.93e-01    1.41e-01    9.4e-08
8979000      6.80e-02    8.88e-02      2.83e-03    3.85e-03      6.09e-02    7.36e-02    9.4e-08
8979100      7.72e-02    1.20e-01      6.02e-03    4.58e-03      6.55e-02    1.07e-01    9.4e-08
8979200      1.21e-01    7.39e-02      8.91e-04    4.19e-03      1.11e-01    6.23e-02    9.4e-08
8979300      1.15e-01    9.04e-02      5.10e-03    4.53e-03      9.84e-02    7.04e-02    9.4e-08
8979400      1.74e-01    1.33e-01      4.93e-03    7.05e-03      1.55e-01    8.98e-02    9.4e-08
8979500      1.71e-01    1.09e-01      2.44e-03    1.64e-03      1.56e-01    9.93e-02    9.4e-08
8979600      9.59e-02    1.47e-01      3.59e-03    3.98e-03      8.07e-02    1.26e-01    9.4e-08
8979700      3.19e-01    1.48e-01      4.42e-02    8.62e-03      1.64e-01    1.22e-01    9.4e-08
8979800      4.96e-01    9.74e-02      2.81e-02    3.75e-03      3.84e-01    8.21e-02    9.4e-08
8979900      1.59e-01    1.67e-01      2.37e-03    4.57e-03      1.44e-01    1.48e-01    9.4e-08
8980000      2.30e-01    1.20e-01      3.73e-03    1.16e-03      2.09e-01    1.10e-01    9.3e-08
8980100      8.16e-02    1.55e-01      6.60e-03    4.82e-03      6.09e-02    1.38e-01    9.3e-08
8980200      9.57e-02    1.00e-01      2.64e-03    8.63e-04      8.63e-02    9.19e-02    9.3e-08
8980300      1.21e-01    8.32e-02      5.98e-03    1.21e-03      1.09e-01    7.55e-02    9.3e-08
8980400      1.27e-01    1.55e-01      8.14e-03    1.61e-02      1.01e-01    1.22e-01    9.3e-08
8980500      2.47e-01    1.02e-01      1.94e-02    1.92e-03      5.28e-02    9.18e-02    9.3e-08
8980600      7.89e-02    1.76e-01      7.35e-04    1.20e-02      7.21e-02    1.39e-01    9.3e-08
8980700      1.47e-01    1.07e-01      1.14e-02    4.58e-03      1.21e-01    8.84e-02    9.3e-08
8980800      4.70e-02    2.97e-01      4.45e-03    3.08e-02      3.82e-02    1.72e-01    9.3e-08
8980900      2.27e-01    1.60e-01      1.79e-02    1.91e-02      1.87e-01    1.29e-01    9.3e-08
8981000      9.52e-02    1.20e-01      9.38e-03    9.60e-03      7.26e-02    9.41e-02    9.3e-08
8981100      9.12e-02    1.08e-01      7.24e-03    1.02e-03      7.48e-02    9.89e-02    9.3e-08
8981200      1.28e-01    9.64e-02      6.36e-03    6.41e-03      1.06e-01    7.24e-02    9.3e-08
8981300      1.18e-01    1.24e-01      6.88e-03    1.73e-03      8.73e-02    1.13e-01    9.3e-08
8981400      1.32e-01    1.01e-01      4.04e-04    5.49e-03      1.21e-01    8.76e-02    9.3e-08
8981500      1.46e-01    9.06e-02      3.43e-03    6.43e-03      1.31e-01    7.80e-02    9.3e-08
8981600      1.34e-01    9.08e-02      1.50e-02    1.30e-03      9.46e-02    8.30e-02    9.3e-08
8981700      9.77e-02    1.19e-01      5.22e-03    3.68e-03      8.62e-02    1.01e-01    9.3e-08
8981800      1.48e-01    1.73e-01      1.48e-03    1.48e-02      1.36e-01    1.43e-01    9.3e-08
8981900      1.27e-01    1.43e-01      3.20e-03    3.00e-03      1.12e-01    1.30e-01    9.3e-08
8982000      1.32e-01    8.66e-02      7.62e-03    8.07e-04      1.18e-01    7.88e-02    9.3e-08
8982100      1.44e-01    1.45e-01      1.48e-03    8.01e-03      1.32e-01    1.12e-01    9.3e-08
8982200      1.50e-01    1.74e-01      5.61e-03    1.20e-02      1.35e-01    8.32e-02    9.3e-08
8982300      7.92e-02    1.42e-01      1.56e-03    9.60e-03      7.20e-02    1.19e-01    9.3e-08
8982400      1.26e-01    8.43e-02      2.74e-03    1.63e-03      1.13e-01    7.65e-02    9.3e-08
8982500      8.13e-02    1.23e-01      6.67e-04    6.94e-03      7.41e-02    1.07e-01    9.3e-08
8982600      2.31e-01    1.40e-01      2.49e-02    9.13e-03      1.36e-01    1.19e-01    9.3e-08
8982700      1.03e-01    1.19e-01      1.24e-03    3.90e-03      9.36e-02    1.02e-01    9.3e-08
8982800      9.26e-02    8.30e-02      6.28e-03    4.30e-03      8.16e-02    7.25e-02    9.3e-08
8982900      2.39e-01    8.60e-02      1.90e-02    3.57e-03      1.81e-01    7.55e-02    9.3e-08
8983000      7.58e-02    1.28e-01      1.29e-04    3.79e-03      6.96e-02    1.15e-01    9.3e-08
8983100      7.81e-02    1.11e-01      9.81e-04    9.92e-04      7.15e-02    1.01e-01    9.3e-08
8983200      1.01e-01    1.11e-01      4.21e-03    6.46e-03      8.88e-02    9.58e-02    9.3e-08
8983300      1.00e-01    1.96e-01      6.37e-04    8.07e-03      9.17e-02    1.69e-01    9.3e-08
8983400      6.70e-02    1.18e-01      1.06e-03    2.93e-03      6.11e-02    1.05e-01    9.3e-08
8983500      9.24e-02    1.14e-01      6.86e-03    2.51e-03      5.40e-02    1.02e-01    9.3e-08
8983600      1.20e-01    1.17e-01      4.95e-03    2.00e-03      1.06e-01    1.06e-01    9.3e-08
8983700      7.75e-02    1.06e-01      1.83e-03    1.28e-03      6.91e-02    9.68e-02    9.3e-08
8983800      4.81e-02    1.75e-01      7.78e-05    4.33e-03      4.41e-02    1.58e-01    9.3e-08
8983900      7.81e-02    1.63e-01      1.11e-04    7.93e-03      7.17e-02    1.39e-01    9.3e-08
8984000      1.38e-01    9.63e-02      9.45e-04    9.79e-03      1.27e-01    6.08e-02    9.3e-08
8984100      2.31e-01    1.14e-01      2.38e-02    4.48e-03      1.44e-01    1.01e-01    9.3e-08
8984200      6.81e-02    1.75e-01      7.40e-04    4.23e-03      6.21e-02    1.58e-01    9.3e-08
8984300      2.33e-01    9.24e-02      1.12e-02    4.84e-03      1.99e-01    7.55e-02    9.3e-08
8984400      1.49e-01    2.32e-01      8.62e-03    4.64e-02      1.27e-01    1.05e-01    9.3e-08
8984500      6.33e-02    2.24e-01      1.49e-03    2.06e-02      5.72e-02    1.27e-01    9.3e-08
8984600      1.59e-01    1.03e-01      5.99e-03    2.80e-03      1.39e-01    9.11e-02    9.3e-08
8984700      1.05e-01    1.02e-01      2.52e-03    2.62e-03      9.32e-02    9.18e-02    9.3e-08
8984800      7.76e-02    1.33e-01      2.50e-03    2.83e-03      6.73e-02    1.19e-01    9.3e-08
8984900      1.52e-01    1.31e-01      5.55e-04    2.47e-03      1.39e-01    1.18e-01    9.3e-08
8985000      1.99e-01    1.24e-01      1.20e-02    3.90e-03      1.66e-01    1.08e-01    9.3e-08
8985100      9.77e-02    1.16e-01      3.76e-04    4.32e-03      8.97e-02    1.05e-01    9.3e-08
8985200      1.73e-01    6.40e-02      3.47e-03    1.12e-03      1.56e-01    5.70e-02    9.3e-08
8985300      7.37e-02    1.26e-01      1.45e-04    7.28e-03      6.77e-02    7.88e-02    9.3e-08
8985400      8.65e-02    8.92e-02      1.68e-03    4.21e-03      7.91e-02    7.17e-02    9.3e-08
8985500      2.49e-01    5.03e-02      1.41e-02    5.77e-03      2.24e-01    4.03e-02    9.3e-08
8985600      8.81e-02    1.20e-01      3.90e-03    5.59e-03      7.25e-02    1.01e-01    9.3e-08
8985700      8.44e-02    2.09e-01      2.09e-03    1.35e-02      7.58e-02    1.13e-01    9.3e-08
8985800      2.16e-01    1.25e-01      6.74e-03    1.65e-03      1.89e-01    1.14e-01    9.3e-08
8985900      1.61e-01    1.00e-01      1.93e-03    1.80e-03      1.47e-01    9.05e-02    9.3e-08
8986000      1.17e-01    1.46e-01      2.11e-03    2.54e-03      1.05e-01    1.32e-01    9.3e-08
8986100      9.45e-02    6.84e-02      7.78e-03    5.07e-03      8.16e-02    5.93e-02    9.3e-08
8986200      1.20e-01    1.58e-01      1.62e-03    3.90e-03      1.09e-01    1.42e-01    9.3e-08
8986300      8.74e-02    1.12e-01      1.09e-03    9.37e-03      7.96e-02    9.43e-02    9.3e-08
8986400      6.30e-02    1.99e-01      4.29e-04    7.38e-03      5.78e-02    1.73e-01    9.3e-08
8986500      6.48e-02    1.03e-01      3.34e-03    2.62e-03      5.69e-02    9.21e-02    9.3e-08
8986600      7.85e-02    9.93e-02      3.94e-03    3.57e-03      6.72e-02    8.82e-02    9.3e-08
8986700      9.39e-02    8.23e-02      2.37e-03    8.25e-03      8.48e-02    6.45e-02    9.3e-08
8986800      8.35e-02    1.29e-01      4.89e-04    1.72e-03      7.67e-02    1.17e-01    9.3e-08
8986900      8.62e-02    1.18e-01      6.25e-03    5.24e-03      6.70e-02    9.65e-02    9.3e-08
8987000      1.60e-01    1.07e-01      1.29e-02    2.55e-03      1.13e-01    9.66e-02    9.3e-08
8987100      1.87e-01    1.14e-01      1.47e-02    3.56e-03      1.28e-01    1.02e-01    9.3e-08
8987200      6.41e-02    1.23e-01      4.52e-04    5.51e-03      5.89e-02    1.07e-01    9.3e-08
8987300      6.87e-02    9.80e-02      4.81e-03    3.82e-03      5.48e-02    8.48e-02    9.3e-08
8987400      7.78e-02    2.29e-01      9.71e-03    3.62e-02      4.74e-02    1.20e-01    9.3e-08
8987500      1.25e-01    6.93e-02      3.57e-03    2.41e-04      1.10e-01    6.36e-02    9.3e-08
8987600      2.10e-01    1.90e-01      2.29e-02    1.01e-02      1.33e-01    1.47e-01    9.3e-08
8987700      1.95e-01    1.82e-01      3.16e-02    1.23e-02      6.55e-02    1.53e-01    9.3e-08
8987800      7.10e-02    1.30e-01      2.59e-03    6.89e-03      6.36e-02    1.11e-01    9.3e-08
8987900      8.17e-02    8.36e-01      1.73e-03    8.31e-02      7.45e-02    1.12e-01    9.3e-08
8988000      1.11e-01    1.29e-01      1.00e-03    7.98e-03      1.02e-01    1.09e-01    9.3e-08
8988100      9.92e-02    1.58e-01      4.40e-03    4.42e-03      8.43e-02    1.42e-01    9.3e-08
8988200      1.09e-01    1.57e-01      1.01e-03    4.32e-03      9.96e-02    1.41e-01    9.3e-08
8988300      3.72e-01    7.85e-02      1.63e-02    4.16e-03      3.20e-01    6.02e-02    9.3e-08
8988400      1.04e-01    1.03e-01      4.78e-03    8.09e-04      7.70e-02    9.39e-02    9.3e-08
8988500      7.19e-02    1.40e-01      4.55e-03    4.73e-03      5.04e-02    1.25e-01    9.3e-08
8988600      9.18e-02    1.03e-01      9.61e-04    9.50e-04      8.37e-02    9.43e-02    9.3e-08
8988700      8.88e-02    1.64e-01      2.48e-04    1.01e-02      8.16e-02    9.72e-02    9.3e-08
8988800      1.02e-01    7.62e-02      1.04e-03    2.30e-03      9.33e-02    6.65e-02    9.3e-08
8988900      3.77e-02    1.03e-01      3.28e-04    4.79e-03      3.46e-02    9.11e-02    9.3e-08
8989000      1.31e-01    1.22e-01      3.43e-03    1.25e-03      1.19e-01    1.11e-01    9.3e-08
8989100      1.30e-01    1.42e-01      2.86e-04    6.65e-03      1.19e-01    1.18e-01    9.3e-08
8989200      2.07e-01    1.37e-01      2.12e-03    4.75e-03      1.89e-01    1.21e-01    9.3e-08
8989300      1.36e-01    2.29e-01      7.30e-03    1.22e-02      1.16e-01    1.90e-01    9.3e-08
8989400      1.48e-01    1.14e-01      6.11e-04    5.17e-03      1.36e-01    8.80e-02    9.3e-08
8989500      8.96e-02    7.37e-02      1.63e-02    5.40e-03      5.25e-02    6.08e-02    9.3e-08
8989600      9.70e-02    1.69e-01      2.21e-03    1.24e-02      8.66e-02    7.22e-02    9.3e-08
8989700      6.76e-02    1.25e-01      1.39e-02    3.40e-03      3.07e-02    1.11e-01    9.3e-08
8989800      1.08e-01    1.17e-01      1.88e-03    5.56e-03      9.77e-02    1.05e-01    9.3e-08
8989900      8.64e-02    1.17e-01      5.52e-03    2.86e-03      7.40e-02    1.04e-01    9.3e-08
8990000      7.52e-02    1.44e-01      2.56e-03    6.34e-03      6.41e-02    1.30e-01    9.2e-08
8990100      8.71e-02    1.17e-01      2.97e-03    2.60e-03      7.84e-02    1.06e-01    9.2e-08
8990200      2.51e-01    1.83e-01      3.76e-03    4.68e-03      2.28e-01    1.63e-01    9.2e-08
8990300      8.41e-02    8.27e-02      7.14e-04    3.95e-03      7.72e-02    6.66e-02    9.2e-08
8990400      1.89e-01    1.54e-01      3.72e-04    4.45e-03      1.73e-01    1.37e-01    9.2e-08
8990500      2.04e-01    1.26e-01      1.96e-03    2.35e-03      1.87e-01    1.13e-01    9.2e-08
8990600      6.37e-02    1.38e-01      2.46e-03    4.55e-03      5.38e-02    1.22e-01    9.2e-08
8990700      1.23e-01    9.25e-02      8.12e-03    1.79e-03      1.05e-01    8.39e-02    9.2e-08
8990800      1.74e-01    8.84e-02      1.32e-02    6.43e-03      1.05e-01    7.52e-02    9.2e-08
8990900      8.71e-02    2.02e-01      3.83e-03    8.53e-03      7.61e-02    1.76e-01    9.2e-08
8991000      1.28e-01    1.89e-01      2.67e-05    1.17e-02      1.17e-01    1.11e-01    9.2e-08
8991100      2.51e-02    1.21e-01      6.03e-04    1.43e-03      2.29e-02    1.11e-01    9.2e-08
8991200      6.62e-02    6.39e-02      2.33e-04    6.17e-03      6.08e-02    5.42e-02    9.2e-08
8991300      4.66e-02    1.13e-01      8.46e-04    3.83e-03      4.20e-02    9.28e-02    9.2e-08
8991400      5.49e-02    9.40e-02      3.33e-03    2.00e-03      4.70e-02    8.46e-02    9.2e-08
8991500      9.19e-02    8.75e-02      1.05e-02    6.82e-03      7.39e-02    6.71e-02    9.2e-08
8991600      5.44e-02    7.43e-02      2.26e-03    2.94e-03      4.88e-02    6.48e-02    9.2e-08
8991700      1.05e-01    3.86e-01      6.55e-04    4.69e-02      9.66e-02    8.55e-02    9.2e-08
8991800      1.57e-01    1.00e-01      2.23e-02    5.27e-03      1.23e-01    8.79e-02    9.2e-08
8991900      5.40e-01    2.37e-01      7.34e-02    2.77e-02      1.21e-01    1.42e-01    9.2e-08
8992000      8.89e-02    1.47e-01      1.77e-05    1.15e-02      8.17e-02    1.23e-01    9.2e-08
8992100      1.27e-01    1.08e-01      1.51e-03    2.08e-03      1.15e-01    9.81e-02    9.2e-08
8992200      5.44e-02    1.88e-01      2.02e-03    1.84e-03      4.83e-02    1.73e-01    9.2e-08
8992300      1.70e-01    1.46e-01      7.13e-04    7.98e-03      1.56e-01    1.25e-01    9.2e-08
8992400      8.51e-02    1.95e-01      1.56e-02    8.45e-03      2.36e-02    1.58e-01    9.2e-08
8992500      1.34e-01    2.69e-01      1.11e-02    3.48e-02      1.03e-01    1.43e-01    9.2e-08
8992600      5.63e-01    1.07e-01      4.11e-02    6.18e-03      8.00e-02    9.18e-02    9.2e-08
8992700      3.87e-01    1.27e-01      5.11e-02    5.16e-03      1.66e-01    1.11e-01    9.2e-08
8992800      1.63e-01    1.09e-01      1.12e-02    4.20e-03      1.05e-01    9.77e-02    9.2e-08
8992900      3.36e-01    1.81e-01      1.93e-02    1.37e-02      2.84e-01    1.44e-01    9.2e-08
8993000      1.15e-01    1.01e-01      7.25e-03    1.79e-03      7.94e-02    9.15e-02    9.2e-08
8993100      2.14e-01    1.53e-01      1.02e-02    7.78e-03      1.89e-01    1.32e-01    9.2e-08
8993200      8.73e-02    8.78e-02      3.00e-03    2.82e-03      7.72e-02    7.58e-02    9.2e-08
8993300      8.03e-02    9.54e-02      1.31e-03    5.62e-03      7.29e-02    8.27e-02    9.2e-08
8993400      1.16e-01    9.31e-02      3.09e-04    6.66e-04      1.07e-01    8.53e-02    9.2e-08
8993500      8.09e-02    9.33e-02      1.32e-03    3.07e-02      7.38e-02    5.08e-02    9.2e-08
8993600      1.17e-01    1.43e-01      1.26e-03    5.21e-03      1.07e-01    1.25e-01    9.2e-08
8993700      1.04e-01    1.30e-01      1.06e-02    6.71e-03      8.63e-02    1.02e-01    9.2e-08
8993800      1.28e-01    8.49e-02      3.93e-03    1.17e-03      1.11e-01    7.75e-02    9.2e-08
8993900      8.97e-02    1.25e-01      1.88e-03    2.06e-03      8.15e-02    1.13e-01    9.2e-08
8994000      1.22e-01    1.17e-01      6.59e-03    1.04e-02      1.04e-01    9.91e-02    9.2e-08
8994100      1.99e-01    1.34e-01      4.51e-03    3.69e-03      1.79e-01    1.19e-01    9.2e-08
8994200      1.29e-01    5.98e-01      2.50e-03    4.27e-02      1.18e-01    3.43e-01    9.2e-08
8994300      7.10e-02    6.20e-01      2.92e-03    1.55e-01      5.87e-02    1.50e-01    9.2e-08
8994400      1.61e-01    1.43e-01      8.87e-03    5.20e-03      1.32e-01    1.22e-01    9.2e-08
8994500      1.63e-01    1.82e-01      1.62e-02    7.27e-03      1.02e-01    1.63e-01    9.2e-08
8994600      6.36e-02    1.65e-01      3.82e-03    9.50e-03      5.27e-02    1.35e-01    9.2e-08
8994700      8.82e-02    1.39e-01      2.40e-04    5.85e-03      8.10e-02    1.20e-01    9.2e-08
8994800      1.63e-01    1.57e-01      2.23e-02    2.75e-03      9.85e-02    1.43e-01    9.2e-08
8994900      1.00e-01    9.41e-02      3.25e-03    5.92e-03      8.35e-02    8.17e-02    9.2e-08
8995000      1.44e-01    1.93e-01      1.08e-02    1.44e-02      1.11e-01    1.45e-01    9.2e-08
8995100      1.05e-01    1.48e-01      7.68e-03    4.17e-03      8.75e-02    1.33e-01    9.2e-08
8995200      8.69e-02    1.92e-01      1.54e-03    5.80e-03      7.80e-02    1.73e-01    9.2e-08
8995300      7.84e-02    2.68e-01      5.39e-04    2.27e-03      7.18e-02    2.46e-01    9.2e-08
8995400      9.71e-02    8.79e-02      2.54e-04    1.15e-03      8.92e-02    8.03e-02    9.2e-08
8995500      1.76e-01    1.14e-01      1.05e-02    3.91e-03      1.56e-01    1.00e-01    9.2e-08
8995600      1.74e-01    1.55e-01      9.92e-03    3.66e-03      1.44e-01    1.40e-01    9.2e-08
8995700      1.12e-01    1.56e-01      1.62e-03    7.41e-03      1.03e-01    1.33e-01    9.2e-08
8995800      8.17e-02    2.47e-01      2.12e-03    1.21e-02      7.21e-02    2.09e-01    9.2e-08
8995900      8.70e-02    1.39e-01      6.32e-03    3.14e-03      6.88e-02    1.26e-01    9.2e-08
8996000      1.13e-01    1.10e-01      2.02e-03    2.70e-03      1.03e-01    9.93e-02    9.2e-08
8996100      6.75e-02    1.26e-01      1.32e-03    1.39e-02      6.03e-02    1.04e-01    9.2e-08
8996200      9.05e-02    1.05e-01      1.89e-03    3.07e-03      8.28e-02    9.16e-02    9.2e-08
8996300      1.16e-01    1.05e-01      8.67e-04    1.49e-03      1.07e-01    9.54e-02    9.2e-08
8996400      6.41e-02    1.69e-01      2.19e-04    1.14e-02      5.89e-02    1.36e-01    9.2e-08
8996500      5.41e-02    4.94e-01      1.40e-06    7.98e-02      4.97e-02    1.11e-01    9.2e-08
8996600      1.46e-01    1.01e-01      1.83e-03    4.45e-03      1.34e-01    8.79e-02    9.2e-08
8996700      1.07e-01    7.86e-02      6.47e-03    3.59e-03      7.81e-02    6.86e-02    9.2e-08
8996800      5.73e-02    1.42e-01      2.22e-03    4.92e-04      5.01e-02    1.31e-01    9.2e-08
8996900      9.86e-02    1.91e-01      3.50e-05    2.82e-03      9.07e-02    1.74e-01    9.2e-08
